county,precinct,office,district,candidate,party,votes
Abbeville,Lowndesville,STRAIGHT PARTY,,Working Families,WFM,0
Abbeville,Lebanon,STRAIGHT PARTY,,Working Families,WFM,3
Abbeville,Smithville,STRAIGHT PARTY,,Working Families,WFM,1
Abbeville,Absentee,STRAIGHT PARTY,,Working Families,WFM,4
Abbeville,Emergency,STRAIGHT PARTY,,Working Families,WFM,0
Abbeville,Failsafe,STRAIGHT PARTY,,Working Families,WFM,0
Abbeville,Provisional,STRAIGHT PARTY,,Working Families,WFM,1
Abbeville,Failsafe Provisional,STRAIGHT PARTY,,Working Families,WFM,0
Abbeville,Abbeville No. 1,STRAIGHT PARTY,,United Citizens,UNC,2
Abbeville,Abbeville No. 2,STRAIGHT PARTY,,United Citizens,UNC,3
Abbeville,Abbeville No. 3,STRAIGHT PARTY,,United Citizens,UNC,4
Abbeville,Abbeville No. 4,STRAIGHT PARTY,,United Citizens,UNC,1
Abbeville,Antreville,STRAIGHT PARTY,,United Citizens,UNC,1
Abbeville,Broadmouth,STRAIGHT PARTY,,United Citizens,UNC,2
Abbeville,Calhoun Falls,STRAIGHT PARTY,,United Citizens,UNC,2
Abbeville,Cold Springs,STRAIGHT PARTY,,United Citizens,UNC,1
Abbeville,Donald's,STRAIGHT PARTY,,United Citizens,UNC,0
Abbeville,Due West,STRAIGHT PARTY,,United Citizens,UNC,0
Abbeville,Hall's Store,STRAIGHT PARTY,,United Citizens,UNC,2
Abbeville,Keowee,STRAIGHT PARTY,,United Citizens,UNC,0
Abbeville,Lowndesville,STRAIGHT PARTY,,United Citizens,UNC,0
Abbeville,Lebanon,STRAIGHT PARTY,,United Citizens,UNC,1
Abbeville,Smithville,STRAIGHT PARTY,,United Citizens,UNC,0
Abbeville,Absentee,STRAIGHT PARTY,,United Citizens,UNC,5
Abbeville,Emergency,STRAIGHT PARTY,,United Citizens,UNC,0
Abbeville,Failsafe,STRAIGHT PARTY,,United Citizens,UNC,0
Abbeville,Provisional,STRAIGHT PARTY,,United Citizens,UNC,0
Abbeville,Failsafe Provisional,STRAIGHT PARTY,,United Citizens,UNC,1
Abbeville,Abbeville No. 1,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Abbeville No. 2,STRAIGHT PARTY,,Green,GRN,2
Abbeville,Abbeville No. 3,STRAIGHT PARTY,,Green,GRN,2
Abbeville,Abbeville No. 4,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Antreville,STRAIGHT PARTY,,Green,GRN,2
Abbeville,Broadmouth,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Calhoun Falls,STRAIGHT PARTY,,Green,GRN,4
Abbeville,Cold Springs,STRAIGHT PARTY,,Green,GRN,1
Abbeville,Donald's,STRAIGHT PARTY,,Green,GRN,1
Abbeville,Due West,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Hall's Store,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Keowee,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Lowndesville,STRAIGHT PARTY,,Green,GRN,1
Abbeville,Lebanon,STRAIGHT PARTY,,Green,GRN,1
Abbeville,Smithville,STRAIGHT PARTY,,Green,GRN,2
Abbeville,Absentee,STRAIGHT PARTY,,Green,GRN,5
Abbeville,Emergency,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Failsafe,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Provisional,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Failsafe Provisional,STRAIGHT PARTY,,Green,GRN,0
Abbeville,Abbeville No. 1,STRAIGHT PARTY,,Republican,REP,262
Abbeville,Abbeville No. 2,STRAIGHT PARTY,,Republican,REP,109
Abbeville,Abbeville No. 3,STRAIGHT PARTY,,Republican,REP,127
Abbeville,Abbeville No. 4,STRAIGHT PARTY,,Republican,REP,164
Abbeville,Antreville,STRAIGHT PARTY,,Republican,REP,256
Abbeville,Broadmouth,STRAIGHT PARTY,,Republican,REP,97
Abbeville,Calhoun Falls,STRAIGHT PARTY,,Republican,REP,227
Abbeville,Cold Springs,STRAIGHT PARTY,,Republican,REP,218
Abbeville,Donald's,STRAIGHT PARTY,,Republican,REP,142
Abbeville,Due West,STRAIGHT PARTY,,Republican,REP,234
Abbeville,Hall's Store,STRAIGHT PARTY,,Republican,REP,129
Abbeville,Keowee,STRAIGHT PARTY,,Republican,REP,242
Abbeville,Lowndesville,STRAIGHT PARTY,,Republican,REP,275
Abbeville,Lebanon,STRAIGHT PARTY,,Republican,REP,188
Abbeville,Smithville,STRAIGHT PARTY,,Republican,REP,183
Abbeville,Absentee,STRAIGHT PARTY,,Republican,REP,481
Abbeville,Emergency,STRAIGHT PARTY,,Republican,REP,0
Abbeville,Failsafe,STRAIGHT PARTY,,Republican,REP,0
Abbeville,Provisional,STRAIGHT PARTY,,Republican,REP,13
Abbeville,Failsafe Provisional,STRAIGHT PARTY,,Republican,REP,4
Abbeville,Abbeville No. 1,STRAIGHT PARTY,,American,AMR,1
Abbeville,Abbeville No. 2,STRAIGHT PARTY,,American,AMR,1
Abbeville,Abbeville No. 3,STRAIGHT PARTY,,American,AMR,3
Abbeville,Abbeville No. 4,STRAIGHT PARTY,,American,AMR,1
Abbeville,Antreville,STRAIGHT PARTY,,American,AMR,4
Abbeville,Broadmouth,STRAIGHT PARTY,,American,AMR,0
Abbeville,Calhoun Falls,STRAIGHT PARTY,,American,AMR,4
Abbeville,Cold Springs,STRAIGHT PARTY,,American,AMR,1
Abbeville,Donald's,STRAIGHT PARTY,,American,AMR,0
Abbeville,Due West,STRAIGHT PARTY,,American,AMR,2
Abbeville,Hall's Store,STRAIGHT PARTY,,American,AMR,0
Abbeville,Keowee,STRAIGHT PARTY,,American,AMR,5
Abbeville,Lowndesville,STRAIGHT PARTY,,American,AMR,0
Abbeville,Lebanon,STRAIGHT PARTY,,American,AMR,1
Abbeville,Smithville,STRAIGHT PARTY,,American,AMR,5
Abbeville,Absentee,STRAIGHT PARTY,,American,AMR,5
Abbeville,Emergency,STRAIGHT PARTY,,American,AMR,0
Abbeville,Failsafe,STRAIGHT PARTY,,American,AMR,0
Abbeville,Provisional,STRAIGHT PARTY,,American,AMR,0
Abbeville,Failsafe Provisional,STRAIGHT PARTY,,American,AMR,0
Abbeville,Abbeville No. 1,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,214
Abbeville,Abbeville No. 2,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,308
Abbeville,Abbeville No. 3,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,231
Abbeville,Abbeville No. 4,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,99
Abbeville,Antreville,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,118
Abbeville,Broadmouth,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,59
Abbeville,Calhoun Falls,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,439
Abbeville,Cold Springs,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,101
Abbeville,Donald's,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,47
Abbeville,Due West,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,237
Abbeville,Hall's Store,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,113
Abbeville,Keowee,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,107
Abbeville,Lowndesville,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,97
Abbeville,Lebanon,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,105
Abbeville,Smithville,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,111
Abbeville,Absentee,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,712
Abbeville,Emergency,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,0
Abbeville,Failsafe,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,0
Abbeville,Provisional,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,4
Abbeville,Failsafe Provisional,Governor and Lieutenant Governor,,James Smith / Mandy Powers Norrell,DEM,11
Abbeville,Abbeville No. 1,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,458
Abbeville,Abbeville No. 2,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,190
Abbeville,Abbeville No. 3,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,237
Abbeville,Abbeville No. 4,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,254
Abbeville,Antreville,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,410
Abbeville,Broadmouth,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,157
Abbeville,Calhoun Falls,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,317
Abbeville,Cold Springs,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,367
Abbeville,Donald's,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,214
Abbeville,Due West,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,428
Abbeville,Hall's Store,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,235
Abbeville,Keowee,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,400
Abbeville,Lowndesville,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,403
Abbeville,Lebanon,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,284
Abbeville,Smithville,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,295
Abbeville,Absentee,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,779
Abbeville,Emergency,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,0
Abbeville,Failsafe,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,0
Abbeville,Provisional,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,18
Abbeville,Failsafe Provisional,Governor and Lieutenant Governor,,Henry McMaster / Pamela Evette,REP,5
Abbeville,Abbeville No. 1,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Abbeville No. 2,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Abbeville No. 3,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Abbeville No. 4,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Antreville,Governor and Lieutenant Governor,,Write-In,NON,1
Abbeville,Broadmouth,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Calhoun Falls,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Cold Springs,Governor and Lieutenant Governor,,Write-In,NON,3
Abbeville,Donald's,Governor and Lieutenant Governor,,Write-In,NON,1
Abbeville,Due West,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Hall's Store,Governor and Lieutenant Governor,,Write-In,NON,1
Abbeville,Keowee,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Lowndesville,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Lebanon,Governor and Lieutenant Governor,,Write-In,NON,1
Abbeville,Smithville,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Absentee,Governor and Lieutenant Governor,,Write-In,NON,1
Abbeville,Emergency,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Failsafe,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Provisional,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Failsafe Provisional,Governor and Lieutenant Governor,,Write-In,NON,0
Abbeville,Abbeville No. 1,Secretary of State,,Melvin T Whittenburg,DEM,189
Abbeville,Abbeville No. 2,Secretary of State,,Melvin T Whittenburg,DEM,300
Abbeville,Abbeville No. 3,Secretary of State,,Melvin T Whittenburg,DEM,214
Abbeville,Abbeville No. 4,Secretary of State,,Melvin T Whittenburg,DEM,98
Abbeville,Antreville,Secretary of State,,Melvin T Whittenburg,DEM,101
Abbeville,Broadmouth,Secretary of State,,Melvin T Whittenburg,DEM,56
Abbeville,Calhoun Falls,Secretary of State,,Melvin T Whittenburg,DEM,432
Abbeville,Cold Springs,Secretary of State,,Melvin T Whittenburg,DEM,84
Abbeville,Donald's,Secretary of State,,Melvin T Whittenburg,DEM,45
Abbeville,Due West,Secretary of State,,Melvin T Whittenburg,DEM,218
Abbeville,Hall's Store,Secretary of State,,Melvin T Whittenburg,DEM,106
Abbeville,Keowee,Secretary of State,,Melvin T Whittenburg,DEM,93
Abbeville,Lowndesville,Secretary of State,,Melvin T Whittenburg,DEM,86
Abbeville,Lebanon,Secretary of State,,Melvin T Whittenburg,DEM,96
Abbeville,Smithville,Secretary of State,,Melvin T Whittenburg,DEM,102
Abbeville,Absentee,Secretary of State,,Melvin T Whittenburg,DEM,681
Abbeville,Emergency,Secretary of State,,Melvin T Whittenburg,DEM,0
Abbeville,Failsafe,Secretary of State,,Melvin T Whittenburg,DEM,0
Abbeville,Provisional,Secretary of State,,Melvin T Whittenburg,DEM,5
Abbeville,Failsafe Provisional,Secretary of State,,Melvin T Whittenburg,DEM,10
Abbeville,Abbeville No. 1,Secretary of State,,Mark Hammond,REP,479
Abbeville,Abbeville No. 2,Secretary of State,,Mark Hammond,REP,199
Abbeville,Abbeville No. 3,Secretary of State,,Mark Hammond,REP,250
Abbeville,Abbeville No. 4,Secretary of State,,Mark Hammond,REP,256
Abbeville,Antreville,Secretary of State,,Mark Hammond,REP,427
Abbeville,Broadmouth,Secretary of State,,Mark Hammond,REP,159
Abbeville,Calhoun Falls,Secretary of State,,Mark Hammond,REP,325
Abbeville,Cold Springs,Secretary of State,,Mark Hammond,REP,383
Abbeville,Donald's,Secretary of State,,Mark Hammond,REP,216
Abbeville,Due West,Secretary of State,,Mark Hammond,REP,444
Abbeville,Hall's Store,Secretary of State,,Mark Hammond,REP,239
Abbeville,Keowee,Secretary of State,,Mark Hammond,REP,413
Abbeville,Lowndesville,Secretary of State,,Mark Hammond,REP,411
Abbeville,Lebanon,Secretary of State,,Mark Hammond,REP,295
Abbeville,Smithville,Secretary of State,,Mark Hammond,REP,307
Abbeville,Absentee,Secretary of State,,Mark Hammond,REP,803
Abbeville,Emergency,Secretary of State,,Mark Hammond,REP,0
Abbeville,Failsafe,Secretary of State,,Mark Hammond,REP,0
Abbeville,Provisional,Secretary of State,,Mark Hammond,REP,17
Abbeville,Failsafe Provisional,Secretary of State,,Mark Hammond,REP,6
Abbeville,Abbeville No. 1,Secretary of State,,Write-In,NON,0
Abbeville,Abbeville No. 2,Secretary of State,,Write-In,NON,0
Abbeville,Abbeville No. 3,Secretary of State,,Write-In,NON,0
Abbeville,Abbeville No. 4,Secretary of State,,Write-In,NON,0
Abbeville,Antreville,Secretary of State,,Write-In,NON,0
Abbeville,Broadmouth,Secretary of State,,Write-In,NON,0
Abbeville,Calhoun Falls,Secretary of State,,Write-In,NON,0
Abbeville,Cold Springs,Secretary of State,,Write-In,NON,1
Abbeville,Donald's,Secretary of State,,Write-In,NON,1
Abbeville,Due West,Secretary of State,,Write-In,NON,0
Abbeville,Hall's Store,Secretary of State,,Write-In,NON,0
Abbeville,Keowee,Secretary of State,,Write-In,NON,0
Abbeville,Lowndesville,Secretary of State,,Write-In,NON,0
Abbeville,Lebanon,Secretary of State,,Write-In,NON,0
Abbeville,Smithville,Secretary of State,,Write-In,NON,0
Abbeville,Absentee,Secretary of State,,Write-In,NON,0
Abbeville,Emergency,Secretary of State,,Write-In,NON,0
Abbeville,Failsafe,Secretary of State,,Write-In,NON,0
Abbeville,Provisional,Secretary of State,,Write-In,NON,0
Abbeville,Failsafe Provisional,Secretary of State,,Write-In,NON,0
Abbeville,Abbeville No. 1,State Treasurer,,Rosalyn L Glenn,DEM,174
Abbeville,Abbeville No. 2,State Treasurer,,Rosalyn L Glenn,DEM,289
Abbeville,Abbeville No. 3,State Treasurer,,Rosalyn L Glenn,DEM,204
Abbeville,Abbeville No. 4,State Treasurer,,Rosalyn L Glenn,DEM,91
Abbeville,Antreville,State Treasurer,,Rosalyn L Glenn,DEM,94
Abbeville,Broadmouth,State Treasurer,,Rosalyn L Glenn,DEM,56
Abbeville,Calhoun Falls,State Treasurer,,Rosalyn L Glenn,DEM,420
Abbeville,Cold Springs,State Treasurer,,Rosalyn L Glenn,DEM,82
Abbeville,Donald's,State Treasurer,,Rosalyn L Glenn,DEM,45
Abbeville,Due West,State Treasurer,,Rosalyn L Glenn,DEM,208
Abbeville,Hall's Store,State Treasurer,,Rosalyn L Glenn,DEM,104
Abbeville,Keowee,State Treasurer,,Rosalyn L Glenn,DEM,90
Abbeville,Lowndesville,State Treasurer,,Rosalyn L Glenn,DEM,79
Abbeville,Lebanon,State Treasurer,,Rosalyn L Glenn,DEM,91
Abbeville,Smithville,State Treasurer,,Rosalyn L Glenn,DEM,95
Abbeville,Absentee,State Treasurer,,Rosalyn L Glenn,DEM,674
Abbeville,Emergency,State Treasurer,,Rosalyn L Glenn,DEM,0
Abbeville,Failsafe,State Treasurer,,Rosalyn L Glenn,DEM,0
Abbeville,Provisional,State Treasurer,,Rosalyn L Glenn,DEM,3
Abbeville,Failsafe Provisional,State Treasurer,,Rosalyn L Glenn,DEM,10
Abbeville,Abbeville No. 1,State Treasurer,,Rosalyn Glenn,WFM,8
Abbeville,Abbeville No. 2,State Treasurer,,Rosalyn Glenn,WFM,10
Abbeville,Abbeville No. 3,State Treasurer,,Rosalyn Glenn,WFM,5
Abbeville,Abbeville No. 4,State Treasurer,,Rosalyn Glenn,WFM,2
Abbeville,Antreville,State Treasurer,,Rosalyn Glenn,WFM,4
Abbeville,Broadmouth,State Treasurer,,Rosalyn Glenn,WFM,4
Abbeville,Calhoun Falls,State Treasurer,,Rosalyn Glenn,WFM,9
Abbeville,Cold Springs,State Treasurer,,Rosalyn Glenn,WFM,6
Abbeville,Donald's,State Treasurer,,Rosalyn Glenn,WFM,3
Abbeville,Due West,State Treasurer,,Rosalyn Glenn,WFM,9
Abbeville,Hall's Store,State Treasurer,,Rosalyn Glenn,WFM,8
Abbeville,Keowee,State Treasurer,,Rosalyn Glenn,WFM,14
Abbeville,Lowndesville,State Treasurer,,Rosalyn Glenn,WFM,4
Abbeville,Lebanon,State Treasurer,,Rosalyn Glenn,WFM,8
Abbeville,Smithville,State Treasurer,,Rosalyn Glenn,WFM,7
Abbeville,Absentee,State Treasurer,,Rosalyn Glenn,WFM,12
Abbeville,Emergency,State Treasurer,,Rosalyn Glenn,WFM,0
Abbeville,Failsafe,State Treasurer,,Rosalyn Glenn,WFM,0
Abbeville,Provisional,State Treasurer,,Rosalyn Glenn,WFM,2
Abbeville,Failsafe Provisional,State Treasurer,,Rosalyn Glenn,WFM,0
Abbeville,Abbeville No. 1,State Treasurer,,Curtis Loftis,REP,485
Abbeville,Abbeville No. 2,State Treasurer,,Curtis Loftis,REP,199
Abbeville,Abbeville No. 3,State Treasurer,,Curtis Loftis,REP,247
Abbeville,Abbeville No. 4,State Treasurer,,Curtis Loftis,REP,255
Abbeville,Antreville,State Treasurer,,Curtis Loftis,REP,416
Abbeville,Broadmouth,State Treasurer,,Curtis Loftis,REP,152
Abbeville,Calhoun Falls,State Treasurer,,Curtis Loftis,REP,321
Abbeville,Cold Springs,State Treasurer,,Curtis Loftis,REP,373
Abbeville,Donald's,State Treasurer,,Curtis Loftis,REP,212
Abbeville,Due West,State Treasurer,,Curtis Loftis,REP,424
Abbeville,Hall's Store,State Treasurer,,Curtis Loftis,REP,229
Abbeville,Keowee,State Treasurer,,Curtis Loftis,REP,396
Abbeville,Lowndesville,State Treasurer,,Curtis Loftis,REP,412
Abbeville,Lebanon,State Treasurer,,Curtis Loftis,REP,290
Abbeville,Smithville,State Treasurer,,Curtis Loftis,REP,301
Abbeville,Absentee,State Treasurer,,Curtis Loftis,REP,787
Abbeville,Emergency,State Treasurer,,Curtis Loftis,REP,0
Abbeville,Failsafe,State Treasurer,,Curtis Loftis,REP,0
Abbeville,Provisional,State Treasurer,,Curtis Loftis,REP,16
Abbeville,Failsafe Provisional,State Treasurer,,Curtis Loftis,REP,5
Abbeville,Abbeville No. 1,State Treasurer,,Sarah Work,AMR,6
Abbeville,Abbeville No. 2,State Treasurer,,Sarah Work,AMR,3
Abbeville,Abbeville No. 3,State Treasurer,,Sarah Work,AMR,10
Abbeville,Abbeville No. 4,State Treasurer,,Sarah Work,AMR,6
Abbeville,Antreville,State Treasurer,,Sarah Work,AMR,12
Abbeville,Broadmouth,State Treasurer,,Sarah Work,AMR,3
Abbeville,Calhoun Falls,State Treasurer,,Sarah Work,AMR,6
Abbeville,Cold Springs,State Treasurer,,Sarah Work,AMR,5
Abbeville,Donald's,State Treasurer,,Sarah Work,AMR,2
Abbeville,Due West,State Treasurer,,Sarah Work,AMR,8
Abbeville,Hall's Store,State Treasurer,,Sarah Work,AMR,3
Abbeville,Keowee,State Treasurer,,Sarah Work,AMR,8
Abbeville,Lowndesville,State Treasurer,,Sarah Work,AMR,3
Abbeville,Lebanon,State Treasurer,,Sarah Work,AMR,2
Abbeville,Smithville,State Treasurer,,Sarah Work,AMR,7
Abbeville,Absentee,State Treasurer,,Sarah Work,AMR,16
Abbeville,Emergency,State Treasurer,,Sarah Work,AMR,0
Abbeville,Failsafe,State Treasurer,,Sarah Work,AMR,0
Abbeville,Provisional,State Treasurer,,Sarah Work,AMR,0
Abbeville,Failsafe Provisional,State Treasurer,,Sarah Work,AMR,1
Abbeville,Abbeville No. 1,State Treasurer,,Write-In,NON,0
Abbeville,Abbeville No. 2,State Treasurer,,Write-In,NON,0
Abbeville,Abbeville No. 3,State Treasurer,,Write-In,NON,1
Abbeville,Abbeville No. 4,State Treasurer,,Write-In,NON,0
Abbeville,Antreville,State Treasurer,,Write-In,NON,1
Abbeville,Broadmouth,State Treasurer,,Write-In,NON,0
Abbeville,Calhoun Falls,State Treasurer,,Write-In,NON,0
Abbeville,Cold Springs,State Treasurer,,Write-In,NON,1
Abbeville,Donald's,State Treasurer,,Write-In,NON,0
Abbeville,Due West,State Treasurer,,Write-In,NON,0
Abbeville,Hall's Store,State Treasurer,,Write-In,NON,0
Abbeville,Keowee,State Treasurer,,Write-In,NON,0
Abbeville,Lowndesville,State Treasurer,,Write-In,NON,0
Abbeville,Lebanon,State Treasurer,,Write-In,NON,0
Abbeville,Smithville,State Treasurer,,Write-In,NON,0
Abbeville,Absentee,State Treasurer,,Write-In,NON,0
Abbeville,Emergency,State Treasurer,,Write-In,NON,0
Abbeville,Failsafe,State Treasurer,,Write-In,NON,0
Abbeville,Provisional,State Treasurer,,Write-In,NON,0
Abbeville,Failsafe Provisional,State Treasurer,,Write-In,NON,0
Abbeville,Abbeville No. 1,Attorney General,,Constance Anastopoulo,DEM,184
Abbeville,Abbeville No. 2,Attorney General,,Constance Anastopoulo,DEM,297
Abbeville,Abbeville No. 3,Attorney General,,Constance Anastopoulo,DEM,198
Abbeville,Abbeville No. 4,Attorney General,,Constance Anastopoulo,DEM,89
Abbeville,Antreville,Attorney General,,Constance Anastopoulo,DEM,98
Abbeville,Broadmouth,Attorney General,,Constance Anastopoulo,DEM,53
Abbeville,Calhoun Falls,Attorney General,,Constance Anastopoulo,DEM,422
Abbeville,Cold Springs,Attorney General,,Constance Anastopoulo,DEM,80
Abbeville,Donald's,Attorney General,,Constance Anastopoulo,DEM,43
Abbeville,Due West,Attorney General,,Constance Anastopoulo,DEM,224
Abbeville,Hall's Store,Attorney General,,Constance Anastopoulo,DEM,108
Abbeville,Keowee,Attorney General,,Constance Anastopoulo,DEM,91
Abbeville,Lowndesville,Attorney General,,Constance Anastopoulo,DEM,88
Abbeville,Lebanon,Attorney General,,Constance Anastopoulo,DEM,92
Abbeville,Smithville,Attorney General,,Constance Anastopoulo,DEM,103
Abbeville,Absentee,Attorney General,,Constance Anastopoulo,DEM,688
Abbeville,Emergency,Attorney General,,Constance Anastopoulo,DEM,0
Abbeville,Failsafe,Attorney General,,Constance Anastopoulo,DEM,0
Abbeville,Provisional,Attorney General,,Constance Anastopoulo,DEM,4
Abbeville,Failsafe Provisional,Attorney General,,Constance Anastopoulo,DEM,11
Abbeville,Abbeville No. 1,Attorney General,,Constance Anastopoulo,WFM,10
Abbeville,Abbeville No. 2,Attorney General,,Constance Anastopoulo,WFM,11
Abbeville,Abbeville No. 3,Attorney General,,Constance Anastopoulo,WFM,16
Abbeville,Abbeville No. 4,Attorney General,,Constance Anastopoulo,WFM,7
Abbeville,Antreville,Attorney General,,Constance Anastopoulo,WFM,8
Abbeville,Broadmouth,Attorney General,,Constance Anastopoulo,WFM,4
Abbeville,Calhoun Falls,Attorney General,,Constance Anastopoulo,WFM,10
Abbeville,Cold Springs,Attorney General,,Constance Anastopoulo,WFM,7
Abbeville,Donald's,Attorney General,,Constance Anastopoulo,WFM,1
Abbeville,Due West,Attorney General,,Constance Anastopoulo,WFM,6
Abbeville,Hall's Store,Attorney General,,Constance Anastopoulo,WFM,6
Abbeville,Keowee,Attorney General,,Constance Anastopoulo,WFM,7
Abbeville,Lowndesville,Attorney General,,Constance Anastopoulo,WFM,3
Abbeville,Lebanon,Attorney General,,Constance Anastopoulo,WFM,4
Abbeville,Smithville,Attorney General,,Constance Anastopoulo,WFM,3
