GEOID20,Name,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,county_fips,county_name
45051000101, ADRIAN                            ,            1014,           273,           726,            1015,           288,           727,            1205,           257,           911,           1164,          250,          884,            851,          240,          611,           846,         224,         608,               1159,              287,              853,            1449,           355,          1076,           1450,          380,         1043,45051,Horry
45051000187, POPLAR HILL                       ,             490,            65,           419,             469,            69,           400,             537,            53,           476,            533,           61,          464,            406,           45,          361,           406,          36,         364,                530,               57,              468,             655,            78,           573,            655,           81,          569,45051,Horry
45051000195, SEA OATS #1                       ,             965,           421,           527,             920,           407,           513,             912,           334,           552,            875,          315,          528,            661,          275,          390,           661,         260,         387,                914,              363,              536,            1165,           472,           684,           1162,          494,          643,45051,Horry
45089000012, Henry-Poplar Hill                 ,             398,           214,           177,             410,           229,           181,             428,           211,           210,            413,          201,          206,            322,          162,          152,           325,         166,         152,                383,              192,              188,             402,           201,           201,            401,          204,          195,45089,Williamsburg
45089000003, Cades                             ,             347,           224,           117,             322,           208,           114,             328,           203,           123,            328,          202,          121,            270,          164,           97,           269,         161,          98,                310,              195,              114,             356,           226,           128,            353,          229,          123,45089,Williamsburg
45075000128, Edisto                            ,             743,           258,           476,             781,           257,           524,             759,           189,           553,            743,          175,          547,            566,          161,          407,           568,         145,         412,                703,              184,              508,             769,           203,           559,            772,          207,          555,45075,Orangeburg
45075000136, Limestone 1                       ,            1221,           855,           355,            1225,           915,           310,            1416,          1062,           332,           1384,         1000,          375,           1203,          936,          267,          1201,         916,         269,               1266,              940,              317,            1203,           856,           340,           1204,          869,          329,45075,Orangeburg
45045000237, BEREA                             ,             903,           388,           501,             832,           390,           442,             954,           447,           464,            921,          393,          505,            647,          315,          331,           650,         300,         337,                843,              401,              426,             947,           465,           469,            947,          480,          456,45045,Greenville
45045000237, BEREA                             ,             903,           388,           501,             832,           390,           442,             954,           447,           464,            921,          393,          505,            647,          315,          331,           650,         300,         337,                843,              401,              426,             947,           465,           469,            947,          480,          456,45045,Greenwood
45047000026, New Market                        ,             576,           255,           313,             639,           312,           327,             622,           251,           355,            600,          243,          345,            479,          208,          277,           477,         199,         280,                583,              240,              333,             664,           271,           380,            663,          285,          363,45047,Hampton
45047000027, Emerald                           ,             482,           347,           132,             436,           315,           121,             403,           317,            73,            389,          295,           84,            332,          267,           63,           330,         270,          59,                398,              313,               79,             461,           359,            98,            462,          375,           82,45047,Hampton
45047000006, Hope's Ferry                      ,             530,           297,           230,             501,           316,           185,             539,           337,           187,            519,          319,          193,            357,          215,          144,           360,         217,         138,                477,              289,              180,             547,           310,           222,            544,          325,          205,45047,Hampton
45045000278, MAULDIN 3                         ,            1647,           925,           699,            1560,           881,           679,            1679,           903,           687,           1629,          814,          770,           1299,          799,          496,          1303,         757,         524,               1582,              901,              649,            1794,          1049,           717,           1792,         1084,          691,45045,Greenville
45045000278, MAULDIN 3                         ,            1647,           925,           699,            1560,           881,           679,            1679,           903,           687,           1629,          814,          770,           1299,          799,          496,          1303,         757,         524,               1582,              901,              649,            1794,          1049,           717,           1792,         1084,          691,45045,Greenwood
45031000005, BURNT BRANCH                      ,             473,           161,           303,             504,           194,           310,             523,           167,           337,            510,          153,          345,            414,          148,          271,           412,         135,         271,                493,              157,              327,             555,           175,           371,            557,          184,          361,45031,Darlington
45031000025, LAMAR NO. 1                       ,             648,           468,           171,             574,           406,           168,             595,           372,           218,            582,          358,          221,            445,          291,          154,           447,         291,         152,                551,              358,              192,             617,           411,           206,            613,          408,          203,45031,Darlington
45045000228, GREENVILLE 28                     ,             641,           264,           357,             598,           279,           319,             655,           311,           278,            642,          295,          322,            501,          275,          223,           497,         258,         227,                610,              324,              263,             687,           394,           272,            687,          408,          265,45045,Greenville
45045000228, GREENVILLE 28                     ,             641,           264,           357,             598,           279,           319,             655,           311,           278,            642,          295,          322,            501,          275,          223,           497,         258,         227,                610,              324,              263,             687,           394,           272,            687,          408,          265,45045,Greenwood
45075000150, Limestone 2                       ,            1003,           645,           346,            1026,           712,           314,             662,           418,           225,            656,          423,          225,            529,          366,          156,           529,         361,         156,                820,              571,              241,            1277,           915,           349,           1280,          926,          342,45075,Orangeburg
45029000018, Petits                            ,             160,            75,            81,             180,            73,           107,             185,            68,           103,            184,           71,          112,            121,           57,           63,           121,          57,          63,                166,               66,               96,             199,            75,           122,            197,           77,          115,45029,Colleton
45075000108, Orangeburg Ward 8                 ,             401,           207,           185,             478,           290,           188,             392,           214,           168,            387,          201,          184,            322,          193,          130,           331,         187,         130,                396,              230,              163,             479,           291,           184,            480,          298,          178,45075,Orangeburg
45045000203, GREENVILLE 3                      ,            1597,           727,           848,            1623,           709,           914,            1763,           831,           770,           1735,          613,         1077,           1487,          824,          656,          1466,         683,         751,               1773,              863,              856,            2085,          1124,           905,           2090,         1104,          973,45045,Greenville
45045000203, GREENVILLE 3                      ,            1597,           727,           848,            1623,           709,           914,            1763,           831,           770,           1735,          613,         1077,           1487,          824,          656,          1466,         683,         751,               1773,              863,              856,            2085,          1124,           905,           2090,         1104,          973,45045,Greenwood
45087000016, Santuck                           ,             631,           407,           217,             603,           396,           207,             571,           341,           217,            562,          321,          224,            412,          248,          168,           412,         240,         169,                522,              302,              214,             584,           332,           246,            586,          330,          251,45087,Union
45085000122, SWAN LAKE                         ,             801,           284,           505,             779,           305,           474,             762,           278,           443,            744,          238,          495,            630,          265,          359,           621,         229,         389,                741,              282,              442,             839,           341,           482,            843,          338,          490,45085,Sumter
45045000271, LAUREL RIDGE                      ,            1524,           459,          1035,            1472,           421,          1051,            1601,           435,          1080,           1556,          385,         1131,           1313,          443,          869,          1311,         399,         889,               1599,              475,             1092,            1913,           579,          1300,           1916,          614,         1276,45045,Greenville
45045000271, LAUREL RIDGE                      ,            1524,           459,          1035,            1472,           421,          1051,            1601,           435,          1080,           1556,          385,         1131,           1313,          443,          869,          1311,         399,         889,               1599,              475,             1092,            1913,           579,          1300,           1916,          614,         1276,45045,Greenwood
45075000152, Cordova 2                         ,            1013,           662,           339,            1117,           779,           338,            1033,           647,           370,           1016,          634,          368,            707,          453,          248,           704,         456,         234,                912,              577,              325,            1012,           628,           379,           1012,          636,          366,45075,Orangeburg
45075000103, Orangeburg Ward 3                 ,             595,           542,            44,             724,           691,            33,             651,           623,            24,            648,          613,           28,            498,          470,           21,           501,         467,          17,                573,              544,               25,             579,           541,            31,            581,          549,           30,45075,Orangeburg
45013000363, Sun City 4                        ,             965,           388,           572,            1066,           366,           700,             780,           297,           467,            739,          219,          508,            871,          327,          543,           861,         298,         558,               1012,              385,              618,            1408,           589,           808,           1411,          583,          820,45013,Beaufort
45013000319, Sandy Pointe                      ,             603,           249,           344,             986,           360,           626,             971,           395,           522,            953,          370,          559,            950,          421,          528,           949,         394,         544,                921,              398,              503,             851,           387,           445,            851,          421,          416,45013,Beaufort
45075000112, Suburban 2                        ,             497,           487,             7,             535,           533,             2,             406,           394,             9,            400,          388,           11,            327,          324,            0,           325,         321,           0,                384,              375,                7,             425,           407,            11,            422,          415,            5,45075,Orangeburg
45045000324, SUGAR CREEK                       ,            1795,           463,          1301,            1714,           413,          1301,            1773,           447,          1230,           1772,          303,         1430,           1466,          462,         1001,          1448,         387,        1043,               1708,              460,             1210,            1895,           597,          1258,           1901,          573,         1309,45045,Greenville
45045000324, SUGAR CREEK                       ,            1795,           463,          1301,            1714,           413,          1301,            1773,           447,          1230,           1772,          303,         1430,           1466,          462,         1001,          1448,         387,        1043,               1708,              460,             1210,            1895,           597,          1258,           1901,          573,         1309,45045,Greenwood
45007000043, La France                         ,             578,           179,           381,             565,           180,           385,             647,           164,           453,            637,          156,          456,            503,          172,          336,           502,         149,         345,                633,              179,              438,             745,           208,           516,            745,          219,          511,45007,Anderson
45085000149, WILSON HALL                       ,            1260,           243,          1008,            1125,           179,           946,            1093,           191,           857,           1083,          133,          939,           1010,          216,          794,           994,         192,         788,               1217,              254,              949,            1572,           402,          1154,           1579,          397,         1163,45085,Sumter
45051000225, NIXONS XROADS #3                  ,             678,           299,           366,             729,           298,           431,            1104,           339,           740,           1070,          329,          725,           1042,          393,          648,          1052,         399,         638,               1257,              425,              820,            1653,           541,          1100,           1652,          558,         1071,45051,Horry
45045000347, BRIDGE FORK                       ,            1167,           306,           840,            1196,           278,           918,            1241,           348,           844,           1218,          255,          944,           1062,          362,          698,          1054,         316,         725,               1226,              361,              847,            1396,           452,           921,           1393,          452,          929,45045,Greenville
45045000347, BRIDGE FORK                       ,            1167,           306,           840,            1196,           278,           918,            1241,           348,           844,           1218,          255,          944,           1062,          362,          698,          1054,         316,         725,               1226,              361,              847,            1396,           452,           921,           1393,          452,          929,45045,Greenwood
45085000117, FOLSOM PARK                       ,             843,           698,           131,             858,           744,           114,             905,           772,           112,            878,          744,          119,            570,          480,           83,           575,         483,          82,                800,              687,              103,             954,           819,           126,            951,          825,          119,45085,Sumter
45051000130, EMERALD FOREST #1                 ,             944,           385,           550,            1194,           443,           751,            1371,           455,           850,           1322,          437,          838,           1059,          455,          606,          1061,         420,         616,               1364,              515,              819,            1692,           653,          1017,           1690,          676,          987,45051,Horry
45013000361, Sun City 2                        ,             879,           365,           506,             399,           132,           267,             620,           238,           356,            583,          170,          404,            654,          262,          392,           651,         236,         408,                800,              308,              481,            1147,           476,           657,           1150,          474,          671,45013,Beaufort
45051000228, LAKE PARK #3                      ,             856,           385,           460,            1028,           387,           641,            1033,           318,           674,            999,          305,          663,            838,          322,          516,           836,         305,         513,               1126,              377,              728,            1519,           493,          1007,           1519,          513,          983,45051,Horry
45051000158, LAKE PARK #1                      ,             908,           410,           488,             891,           336,           555,             903,           279,           588,            860,          263,          572,            872,          321,          553,           872,         293,         554,               1040,              368,              649,            1369,           523,           832,           1372,          540,          795,45051,Horry
45085000136, SOUTH LIBERTY                     ,             390,           309,            75,             402,           348,            54,             296,           235,            55,            292,          231,           60,            215,          173,           42,           215,         165,          43,                300,              241,               57,             390,           315,            71,            390,          320,           67,45085,Sumter
45085000148, EBENEZER 1                        ,             825,           494,           325,             908,           550,           358,             923,           499,           387,            911,          488,          403,            712,          418,          293,           713,         407,         286,                856,              481,              358,             946,           538,           395,            943,          547,          384,45085,Sumter
45085000106, DALZELL 2                         ,             549,           282,           263,             686,           383,           303,             714,           337,           353,            687,          316,          349,            548,          310,          239,           551,         300,         240,                687,              362,              311,             816,           453,           352,            815,          459,          343,45085,Sumter
45045000305, ROYAL OAKS                        ,             958,           843,           106,             928,           835,            93,             901,           785,            94,            868,          723,          134,            690,          610,           81,           690,         600,          81,                859,              737,              112,            1006,           846,           152,           1003,          857,          136,45045,Greenville
45045000305, ROYAL OAKS                        ,             958,           843,           106,             928,           835,            93,             901,           785,            94,            868,          723,          134,            690,          610,           81,           690,         600,          81,                859,              737,              112,            1006,           846,           152,           1003,          857,          136,45045,Greenwood
45051000200, SOCASTEE #2                       ,             880,           231,           638,             910,           242,           668,            1035,           211,           798,            985,          203,          764,            722,          194,          522,           724,         183,         523,                948,              219,              716,            1124,           260,           858,           1123,          275,          824,45051,Horry
45045000330, TIGERVILLE                        ,            1461,           321,          1104,            1449,           251,          1198,            1714,           284,          1335,           1681,          237,         1378,           1501,          361,         1136,          1498,         318,        1160,               1829,              347,             1435,            2294,           463,          1791,           2304,          465,         1798,45045,Greenville
45045000330, TIGERVILLE                        ,            1461,           321,          1104,            1449,           251,          1198,            1714,           284,          1335,           1681,          237,         1378,           1501,          361,         1136,          1498,         318,        1160,               1829,              347,             1435,            2294,           463,          1791,           2304,          465,         1798,45045,Greenwood
45083000053, Mayo Elementary                   ,             947,           154,           772,            1083,           181,           902,            1182,           147,          1013,           1143,          154,          956,            852,          108,          739,           843,          98,         740,               1125,              139,              971,            1387,           164,          1215,           1388,          178,         1167,45083,Spartanburg
45083000001, Woodruff Leisure Center           ,             790,           252,           521,             482,           178,           304,             783,           202,           558,            748,          186,          534,            502,          141,          354,           502,         130,         360,                714,              194,              511,             904,           252,           645,            902,          268,          624,45083,Spartanburg
45019000402, James Island 3                    ,             627,           562,            53,             555,           496,            59,             570,           476,            74,            565,          443,          112,            583,          513,           67,           591,         504,          65,                617,              528,               78,             696,           610,            81,            703,          615,           78,45019,Charleston
45057000012, Hyde Park                         ,            1059,           411,           631,            1162,           457,           705,             969,           329,           609,            937,          344,          548,            763,          311,          451,           765,         284,         474,               1003,              368,              613,            1288,           450,           824,           1287,          486,          773,45057,Lancaster
45091000077, Friendship                        ,             360,           102,           252,             367,           106,           261,             564,           165,           375,            554,          153,          373,            395,          139,          258,           392,         132,         253,                513,              163,              338,             598,           193,           392,            592,          198,          383,45091,York
45091000085, Six Mile                          ,             673,           178,           484,             800,           210,           590,             878,           162,           673,            862,          161,          674,            714,          148,          568,           713,         123,         570,                856,              171,              668,             999,           217,           769,           1000,          233,          756,45091,York
45091000042, York No. 2                        ,            1413,           671,           711,            1430,           755,           675,            1481,           627,           787,           1455,          645,          747,           1199,          548,          652,          1192,         507,         655,               1589,              709,              841,            2098,           949,          1104,           2103,          995,         1067,45091,York
45091000040, Tirzah                            ,            1263,           316,           930,            1281,           338,           943,            1389,           295,          1051,           1357,          313,         1007,           1110,          261,          844,          1104,         246,         843,               1406,              326,             1054,            1743,           408,          1306,           1746,          438,         1265,45091,York
45091000033, Rock Hill No. 4                   ,             726,           487,           230,            1148,           672,           476,            1148,           645,           438,           1114,          583,          499,           1060,          649,          413,          1067,         598,         437,               1238,              711,              501,            1534,           896,           618,           1532,          905,          604,45091,York
45091000072, Old Pointe                        ,            1001,           465,           526,             997,           485,           512,            1132,           481,           572,           1103,          448,          615,            941,          469,          472,           936,         446,         478,               1110,              508,              572,            1269,           596,           645,           1266,          617,          632,45091,York
45091000071, Harvest                           ,             643,           200,           437,             653,           192,           461,             839,           274,           512,            821,          268,          516,            672,          273,          398,           672,         251,         406,                817,              309,              485,             948,           384,           541,            945,          402,          527,45091,York
45083000044, Holly Springs Baptist             ,            1535,           289,          1207,            1717,           327,          1390,            2122,           272,          1769,           2071,          250,         1739,           1635,          263,         1361,          1622,         211,        1381,               2123,              301,             1772,            2648,           410,          2207,           2642,          410,         2172,45083,Spartanburg
45083000018, E.P. Todd Elementary              ,            1402,           712,           661,            1367,           717,           650,            1368,           662,           662,           1346,          599,          721,           1122,          623,          499,          1126,         608,         490,               1416,              741,              648,            1771,           964,           770,           1776,          991,          756,45083,Spartanburg
45019000408, James Island 8B                   ,            1206,           641,           554,            1183,           558,           625,            1341,           660,           574,           1296,          509,          744,            975,          641,          329,           970,         582,         345,               1263,              690,              536,            1517,           864,           622,           1514,          881,          604,45019,Charleston
45019000620, North Charleston 20               ,             436,           164,           264,             399,           187,           212,             449,           221,           213,            438,          191,          236,            426,          226,          200,           426,         222,         190,                479,              249,              220,             572,           315,           245,            571,          319,          239,45019,Charleston
45091000062, Lakewood                          ,             941,           294,           628,            1015,           329,           686,            1062,           284,           724,           1020,          288,          703,            788,          256,          530,           789,         248,         524,               1030,              315,              690,            1251,           388,           838,           1253,          414,          813,45091,York
45019000335, Mt. Pleasant 35                   ,            2218,           742,          1462,            2802,           785,          2017,            2837,           930,          1720,           2775,          597,         2138,           2559,         1035,         1522,          2534,         939,        1536,               3234,             1147,             2026,            4374,          1709,          2598,           4377,         1682,         2641,45019,Charleston
45001000011, Hall's Store                      ,             609,           241,           361,             523,           214,           309,             542,           208,           325,            518,          175,          334,            425,          148,          273,           425,         145,         273,                474,              162,              307,             471,           152,           316,            474,          150,          322,45001,Abbeville
45019000333, Mt. Pleasant 33                   ,            1807,           560,          1230,            2180,           555,          1625,            2501,           716,          1643,           2453,          429,         1994,           2472,          833,         1640,          2450,         775,        1637,               2909,              912,             1950,            3799,          1387,          2351,           3808,         1346,         2442,45019,Charleston
45019000534, St. Andrews 34                    ,            1322,           458,           845,            1348,           457,           891,            1354,           465,           785,           1342,          340,          989,           1187,          503,          675,          1186,         483,         675,               1475,              575,              872,            1901,           824,          1045,           1903,          831,         1055,45019,Charleston
45019000522, St. Andrews 22                    ,             691,           254,           423,             667,           256,           411,             630,           274,           309,            604,          190,          401,            539,          281,          256,           536,         253,         256,                708,              307,              382,             967,           418,           530,            969,          422,          531,45019,Charleston
45019000401, James Island 1B                   ,             556,           484,            64,             485,           427,            58,             501,           400,            79,            492,          369,          116,            533,          456,           79,           541,         447,          76,                619,              501,              107,             829,           673,           140,            836,          688,          140,45019,Charleston
45041000041, Lake City No. 4                   ,            1564,          1494,            56,            1541,          1510,            31,            1261,          1217,            31,           1228,         1153,           67,            766,          722,           35,           766,         710,          35,               1064,             1004,               53,            1188,          1108,            68,           1191,         1120,           66,45041,Florence
45043000118, MURRELL'S INLET NO. 2             ,            1316,           500,           792,            1408,           470,           938,            1478,           422,          1005,           1441,          362,         1057,           1289,          422,          869,          1280,         382,         891,               1498,              454,             1025,            1764,           584,          1162,           1765,          576,         1169,45043,Georgetown
45019000204, Charleston 4                      ,             607,           360,           236,             691,           378,           313,             678,           383,           230,            668,          289,          358,            529,          330,          198,           525,         307,         200,                610,              345,              246,             635,           388,           234,            633,          379,          253,45019,Charleston
45067000002, Friendship                        ,             293,           219,            64,             270,           198,            72,             267,           195,            69,            260,          176,           82,            201,          156,           45,           208,         159,          46,                234,              168,               65,             242,           170,            70,            244,          171,           68,45067,Marion
45043000108, CHOPPEE                           ,             720,           543,           168,             683,           532,           151,             691,           509,           171,            677,          491,          183,            526,          406,          122,           531,         405,         126,                644,              466,              174,             733,           495,           234,            735,          499,          229,45043,Georgetown
45019000011, Isle of Palms 1B                  ,            1025,           387,           619,            1028,           325,           703,            1142,           367,           695,           1124,          239,          844,            993,          412,          580,           983,         390,         566,               1099,              394,              675,            1173,           484,           662,           1177,          455,          701,45019,Charleston
45019000512, St. Andrews 12                    ,             685,           258,           417,             707,           268,           439,             718,           295,           339,            707,          184,          500,            690,          346,          346,           678,         316,         336,                768,              334,              406,             899,           436,           430,            911,          422,          480,45019,Charleston
45019000513, St. Andrews 13                    ,             695,           333,           355,             707,           335,           372,             776,           356,           353,            771,          273,          465,            697,          356,          337,           678,         334,         316,                771,              375,              371,             863,           473,           374,            864,          461,          394,45019,Charleston
45019000630, North Charleston 30               ,            1306,           954,           340,            1149,           880,           269,            1217,           867,           299,           1184,          807,          355,            969,          746,          222,           968,         736,         203,               1149,              858,              271,            1274,           982,           278,           1278,          993,          272,45019,Charleston
45003000029, N. Augusta No. 29                 ,             726,           224,           482,             792,           257,           535,             851,           251,           543,            830,          225,          575,            744,          266,          461,           749,         255,         473,                915,              323,              568,            1175,           464,           669,           1173,          468,          688,45003,Aiken
45003000083, Levels No. 83                     ,             633,           255,           363,             582,           217,           365,             396,           169,           193,            387,          144,          226,            337,          150,          175,           337,         134,         185,                414,              183,              216,             514,           241,           250,            517,          246,          263,45003,Aiken
45019000445, Johns Island 4                    ,             659,           411,           235,             671,           399,           272,             746,           389,           311,            722,          356,          346,            630,          394,          232,           621,         366,         232,                767,              428,              322,             944,           534,           395,            948,          540,          399,45019,Charleston
45019000514, St. Andrews 14                    ,             828,           399,           413,             952,           473,           479,             996,           460,           447,            970,          375,          565,            896,          498,          394,           885,         480,         368,                986,              516,              440,            1090,           629,           439,           1094,          644,          436,45019,Charleston
45019000319, Mt. Pleasant 19                   ,            1213,           539,           660,            1223,           464,           759,            1215,           513,           597,           1201,          409,          761,           1140,          597,          541,          1130,         553,         543,               1340,              621,              685,            1679,           832,           827,           1676,          816,          844,45019,Charleston
45019000324, Mt. Pleasant 24                   ,             523,           209,           306,             591,           189,           402,             537,           215,           277,            521,          136,          367,            472,          222,          248,           472,         205,         249,                560,              235,              306,             675,           318,           341,            677,          317,          349,45019,Charleston
45019000501, St. Andrews 1                     ,             404,           261,           134,             344,           212,           132,             405,           237,           138,            407,          185,          213,            286,          193,           89,           283,         186,          77,                408,              250,              149,             535,           356,           173,            533,          349,          180,45019,Charleston
45021000005, Blacksburg Ward No. 1             ,             547,           224,           314,             582,           225,           357,             625,           172,           444,            609,          171,          419,            449,          142,          309,           450,         140,         306,                587,              168,              410,             696,           193,           493,            694,          199,          474,45021,Cherokee
45025000009, Cheraw No. 3                      ,            1073,           697,           364,            1078,           815,           263,            1032,           758,           252,            986,          706,          267,            736,          528,          200,           736,         513,         201,                925,              665,              252,            1065,           737,           319,           1072,          756,          307,45025,Chesterfield
45019000619, North Charleston 19               ,             694,           610,            74,             722,           630,            92,             744,           599,           122,            740,          553,          170,            474,          406,           68,           474,         392,          67,                654,              540,              106,             758,           637,           113,            761,          653,          105,45019,Charleston
45025000024, Shiloh                            ,             414,           179,           226,             434,           182,           252,             428,           142,           277,            422,          152,          265,            320,           98,          218,           321,          97,         218,                413,              129,              280,             506,           150,           352,            503,          150,          345,45025,Chesterfield
