GEOID20    , Name                              , T_10_CENS_Total, T_10_CENS_White, T_10_CENS_Hispanic, T_10_CENS_Black, T_10_CENS_Asian, T_10_CENS_Native, T_10_CENS_Pacific, T_18_ACS_Total, T_18_ACS_White, T_18_ACS_Hispanic, T_18_ACS_Black, T_18_ACS_Asian, T_18_ACS_Native, T_18_ACS_Pacific, T_19_ACS_Total, T_19_ACS_White, T_19_ACS_Hispanic, T_19_ACS_Black, T_19_ACS_Asian, T_19_ACS_Native, T_19_ACS_Pacific, T_20_CENS_Total, T_20_CENS_White, T_20_CENS_Hispanic, T_20_CENS_Black, T_20_CENS_Asian, T_20_CENS_Native, T_20_CENS_Pacific, T_20_ACS_Total, T_20_ACS_White, T_20_ACS_Hispanic, T_20_ACS_Black, T_20_ACS_Asian, T_20_ACS_Native, T_20_ACS_Pacific, T_22_ACS_Total, T_22_ACS_White, T_22_ACS_Hispanic, T_22_ACS_Black, T_22_ACS_Asian, T_22_ACS_Native, T_22_ACS_Pacific, V_10_VAP_Total, V_10_VAP_White, V_10_VAP_Hispanic, V_10_VAP_Black, V_10_VAP_Asian, V_10_VAP_Native, V_10_VAP_Pacific, V_18_CVAP_Total, V_18_CVAP_White, V_18_CVAP_Hispanic, V_18_CVAP_Black, V_18_CVAP_Asian, V_18_CVAP_Native, V_18_CVAP_Pacific, V_19_CVAP_Total, V_19_CVAP_White, V_19_CVAP_Hispanic, V_19_CVAP_Black, V_19_CVAP_Asian, V_19_CVAP_Native, V_19_CVAP_Pacific, V_20_VAP_Total, V_20_VAP_White, V_20_VAP_Hispanic, V_20_VAP_Black, V_20_VAP_Asian, V_20_VAP_Native, V_20_VAP_Pacific, V_20_VAP_NH_Total, V_20_VAP_NH_White, V_20_VAP_NH_Hispanic, V_20_VAP_NH_BlackAlone, V_20_VAP_NH_AsianAlone, V_20_VAP_NH_NativeAlone, V_20_VAP_NH_PacificAlone, V_20_VAP_NH_OtherAlone, V_20_VAP_NH_TwoOrMore, V_20_CVAP_Total, V_20_CVAP_White, V_20_CVAP_Hispanic, V_20_CVAP_Black, V_20_CVAP_Asian, V_20_CVAP_Native, V_20_CVAP_Pacific, V_22_CVAP_Total, V_22_CVAP_White, V_22_CVAP_Hispanic, V_22_CVAP_Black, V_22_CVAP_Asian, V_22_CVAP_Native, V_22_CVAP_Pacific, V_22_CVAP_RemTwoOrMore
45063000067, KITTI WAKE                        ,            2816,            2111,                182,             434,              60,               40,                 4,           3045,           2207,               225,            551,             52,              12,                0,           3381,           2422,               337,            583,             40,               0,                0,            2646,            1792,                275,             469,              43,              113,                 6,           3283,           2331,               391,            497,             63,               7,                0,           3022,           2142,               325,            500,             33,              33,                0,           2072,           1616,               122,            275,             41,              22,                2,            2236,            1821,                 85,             291,              25,               10,                 0,            2441,            1967,                 90,             363,              20,                0,                 0,           2042,           1481,               147,            324,             32,              81,                6,              2042,              1481,                  147,                    292,                     23,                      16,                        4,                      5,                    74,            2502,            2106,                 82,             292,              34,                3,                 0,            2265,            1914,                  6,             297,              15,               18,                 0,                      9
45019000185, Folly Beach 2                     ,            1448,            1393,                 27,              14,               6,                5,                 2,           1255,           1029,                 0,            226,              0,               0,                0,           1441,           1189,                 0,            251,              0,               0,                0,            1196,            1125,                 24,              13,              14,               14,                 0,           1617,           1518,                99,              0,              0,               0,                0,            600,            526,                74,              0,              0,               0,                0,           1302,           1263,                20,             10,              3,               5,                2,            1113,             926,                  0,             185,               0,                0,                 0,            1264,            1058,                  0,             204,               0,                0,                 0,           1061,           1015,                18,              8,             12,               7,                0,              1061,              1015,                   18,                      4,                      8,                       0,                        0,                      4,                    12,            1531,            1540,                  0,               0,               0,                0,                 0,             528,             533,                  0,               0,               0,                0,                 0,                      0
45039000005, Greenbrier                        ,            2615,             884,                 27,            1700,               6,               13,                 0,           2821,            967,                17,           1794,             12,              30,                0,           2346,            957,                11,           1322,             13,              42,                0,            2237,             865,                 11,            1339,               5,               15,                 3,           1957,            962,                73,            781,            107,              34,                0,           1844,            683,                 0,           1115,             45,               0,                0,           2013,            745,                21,           1243,              4,              10,                0,            2284,             798,                 16,            1419,              12,               29,                 0,            1943,             775,                 12,            1099,              12,               41,                 0,           1882,            758,                10,           1095,              5,              13,                2,              1882,               758,                   10,                   1063,                      3,                       2,                        0,                      5,                    41,            1694,             804,                 46,             674,             129,               40,                 0,            1610,             626,                  0,             948,              54,                0,                 0,                      0
45053000110, PINELAND                          ,            1134,             158,                 24,             953,               3,                5,                 1,            979,             70,               130,            779,              0,               0,                0,            974,              8,               131,            835,              0,               0,                0,             966,             142,                105,             703,               7,                6,                 1,            943,             21,               100,            822,              0,               0,                0,            611,              7,               111,            508,              0,               0,                0,            845,            126,                14,            705,              2,               3,                1,             715,              55,                 30,             630,               0,                0,                 0,             650,              10,                 35,             610,               0,                0,                 0,            726,            109,                69,            532,              6,               3,                1,               726,               109,                   69,                    510,                      5,                       1,                        0,                     10,                    22,             594,              20,                 14,             554,               0,                0,                 0,             302,               6,                 15,             281,               0,                0,                 0,                      0
45071000035, Pomaria                           ,             853,             672,                  6,             169,               2,                4,                 0,            902,            653,                 8,            246,              0,               0,                0,            904,            633,                14,            265,              0,               0,                0,             817,             629,                 35,             142,               1,                6,                 0,           1014,            790,                15,            216,              1,               0,                0,           1017,            923,                18,             68,              0,               4,                0,            622,            502,                 3,            116,              0,               1,                0,             671,             463,                  7,             197,               0,                0,                 0,             699,             484,                 12,             204,               0,                0,                 0,            643,            508,                20,            105,              1,               5,                0,               643,               508,                   20,                     96,                      0,                       2,                        0,                      6,                    11,             750,             572,                  9,             166,               0,                0,                 0,             763,             697,                  8,              49,               0,                8,                 0,                      0
45079000116, Ward 16                           ,            1531,            1487,                 10,              25,               8,                0,                 0,           1521,           1436,                52,             22,              6,               0,                0,           1517,           1450,                32,             25,              5,               0,                0,            1642,            1541,                 42,              19,              16,               16,                 5,           1646,           1522,                38,             36,             46,               0,                0,           1820,           1716,                16,             84,              4,              12,                0,           1184,           1149,                 9,             20,              5,               0,                0,            1125,            1072,                 26,              18,               2,                0,                 0,            1126,            1080,                 19,              18,               5,                0,                 0,           1216,           1138,                33,             12,             13,              15,                4,              1216,              1138,                   33,                     12,                      4,                       5,                        4,                      4,                    16,            1082,            1035,                 18,              10,               4,                0,                 0,            1216,            1147,                  6,              22,               2,                5,                 0,                      0
45035000097, Irongate 3                        ,             828,             643,                 30,             122,              23,               19,                 2,            930,            622,                27,            271,              2,              11,                0,            968,            724,                19,            211,              2,              13,                0,             880,             657,                 42,             145,              14,               28,                 4,            781,            554,                15,            200,              8,               4,                0,            714,            517,                70,            150,              8,               4,                0,            594,            487,                17,             68,             12,              12,                2,             750,             563,                 25,             150,               1,               10,                 0,             790,             603,                 17,             158,               1,               13,                 0,            676,            527,                23,             98,              8,              23,                1,               676,               527,                   23,                     92,                      7,                       0,                        1,                      4,                    22,             625,             467,                  8,              88,               9,                6,                 0,             546,             447,                 14,              53,               8,                6,                 0,                      0
45075000111, Suburban 1                        ,            1781,              12,                 10,            1757,               6,                7,                 0,           1474,              0,                12,           1474,              0,               0,                0,           1528,              6,                11,           1520,              0,               0,                0,            1296,              16,                  6,            1262,               6,                6,                 4,           1058,              7,                 6,           1051,              0,               0,                0,            915,              9,                 0,            888,             14,               0,                0,           1520,             11,                 7,           1502,              4,               4,                0,            1111,               0,                 13,            1099,               0,                0,                 0,            1079,               4,                 13,            1063,               0,                0,                 0,           1118,             15,                 4,           1091,              2,               3,                4,              1118,                15,                    4,                   1082,                      2,                       2,                        3,                      1,                     9,             808,               9,                  0,             803,               0,                0,                 0,             768,               9,                  0,             745,              14,                0,                 0,                      0
45047000019, Georgetown                        ,            1461,             881,                 44,             496,              36,                6,                 0,           1411,            853,                 4,            492,             59,              43,               44,           1487,            880,                 8,            543,             55,              43,               43,            1570,             871,                 45,             622,               8,               28,                 3,           1444,            970,                10,            464,              0,               0,                0,           1507,           1022,                17,            441,             20,              29,                0,           1072,            699,                27,            317,             25,               6,                0,             996,             663,                  2,             301,               0,                0,                 0,            1056,             700,                  2,             326,               0,                0,                 0,           1194,            740,                33,            397,              6,              22,                3,              1194,               740,                   33,                    383,                      1,                       1,                        1,                      0,                    35,            1054,             709,                  2,             375,               0,                0,                 0,            1157,             768,                  8,             386,               3,               34,                 0,                      0
45045000220, GREENVILLE 20                     ,            1553,            1416,                 15,             102,              15,                4,                 1,           1648,           1441,                21,            150,             23,              10,                0,           1724,           1480,                24,            186,             25,               9,                0,            1610,            1391,                 76,              95,              29,               25,                 1,           1877,           1613,                29,            184,             31,              13,                0,           1553,           1263,                26,            196,             35,              23,                0,           1102,           1002,                10,             81,              5,               4,                1,            1344,            1146,                 21,             149,              23,                8,                 0,            1413,            1173,                 23,             189,              22,                8,                 0,           1246,           1090,                50,             70,             22,              16,                1,              1246,              1090,                   50,                     56,                     10,                       3,                        1,                      1,                    35,            1370,            1219,                 35,              74,              39,               11,                 0,            1257,            1076,                 24,              79,              28,               12,                 0,                      0
45075000104, Orangeburg Ward 4                 ,            2618,              65,                 27,            2540,               9,                7,                 1,           2341,            127,                23,           2165,             19,               0,                0,           2365,             97,                22,           2223,             20,               1,                0,            2768,             121,                 38,            2576,              25,               33,                 1,           2459,            322,                36,           2087,             11,               1,                0,           2659,            253,                 8,           2383,             11,               2,                0,           2510,             64,                26,           2434,              9,               5,                1,            2105,              83,                 23,            1997,               0,                0,                 0,            2093,              56,                 23,            2015,               0,                0,                 0,           2660,            115,                34,           2482,             25,              29,                1,              2660,               115,                   34,                   2449,                     20,                      18,                        0,                      1,                    23,            2226,             285,                 40,            1872,               0,                0,                 0,            2505,             266,                  8,            2212,               0,                0,                 0,                      0
45045000318, SOUTHSIDE                         ,            3221,            1845,                230,            1125,              15,               23,                 0,           3275,           1851,               284,           1121,              0,               7,                0,           3065,           1887,               113,           1044,              0,               7,                0,            3356,            1772,                606,             932,              23,               31,                 2,           3283,           1970,               120,           1063,              0,               8,                0,           3217,           1759,               305,           1023,             73,               1,                0,           2416,           1441,               135,            825,             10,              13,                0,            2492,            1423,                 44,            1016,               0,                4,                 0,            2398,            1392,                 39,             957,               0,                4,                 0,           2553,           1393,               379,            747,             13,              27,                2,              2553,              1393,                  379,                    730,                      7,                       3,                        2,                      2,                    37,            2671,            1627,                 82,             944,               0,                9,                 0,            2569,            1487,                177,             848,              56,                4,                 0,                      0
45085000106, DALZELL 2                         ,            1851,             969,                 57,             775,              49,               21,                 6,           2451,           1146,                86,           1051,            162,              19,                3,           2246,           1043,               124,            928,            172,               0,                6,            2040,             854,                 63,             997,              58,               63,                 9,           2414,           1633,               114,            626,             54,              15,               13,           2502,           1482,                66,            902,             36,               6,                0,           1260,            733,                28,            460,             29,              14,                3,            1643,             860,                 81,             629,              61,               19,                 0,            1609,             773,                119,             620,             102,                0,                 0,           1486,            697,                48,            655,             43,              44,                4,              1486,               697,                   48,                    628,                     30,                       9,                        2,                      4,                    68,            1733,            1015,                127,             516,              43,                0,                 0,            1635,             889,                 70,             612,              38,                0,                 0,                      1
45041000045, McAllister Mill                   ,            1268,             922,                 38,             304,               0,                4,                 0,           1387,            685,               139,            546,              5,              11,                0,           1380,            507,               207,            657,              6,               0,                0,            1246,             847,                 40,             335,               7,               23,                 2,           1726,            484,               283,            951,             11,               0,                0,           1360,            549,               103,            708,              4,               6,                0,            952,            711,                24,            213,              0,               4,                0,             892,             508,                 21,             349,               4,                8,                 0,             846,             382,                  5,             452,               5,                0,                 0,            953,            667,                26,            243,              2,              19,                2,               953,               667,                   26,                    233,                      0,                       5,                        0,                      2,                    20,            1040,             415,                  7,             592,               0,                0,                 0,            1045,             480,                 15,             528,               0,                4,                 0,                      0
45041000031, Friendfield                       ,             848,             672,                  9,             162,               1,                4,                 0,            700,            506,                 0,            186,              0,               0,                0,            797,            598,                 0,            189,              0,               0,                0,             766,             611,                  7,             138,               0,               14,                 0,            911,            679,                 0,            218,              0,               0,                0,            924,            670,                 5,            246,              0,               0,                0,            648,            518,                 5,            122,              1,               3,                0,             571,             413,                  0,             156,               0,                0,                 0,             673,             498,                  0,             174,               0,                0,                 0,            617,            509,                 3,             97,              0,               9,                0,               617,               509,                    3,                     92,                      0,                       1,                        0,                      0,                    12,             752,             612,                  0,             150,               0,                0,                 0,             787,             644,                  0,             152,               0,                0,                 0,                      0
45083000017, Cavins Hobbysville                ,            1479,            1289,                 75,              93,               8,               11,                 0,           1614,           1526,                10,             54,              0,              27,                0,           1625,           1539,                 2,             53,              0,              27,                0,            1496,            1329,                 76,              58,               6,               23,                 4,           1820,           1753,                 1,             48,              0,              18,                0,           1535,           1382,                20,            127,              6,               6,                0,           1079,            968,                39,             56,              5,               9,                0,            1115,            1068,                  9,              39,               0,                0,                 0,            1103,            1065,                  2,              41,               0,                0,                 0,           1169,           1047,                49,             46,              6,              19,                4,              1169,              1047,                   49,                     41,                      2,                       1,                        0,                      0,                    29,            1251,            1256,                  0,              19,               0,                0,                 0,            1241,            1173,                 14,              48,               0,                0,                 0,                      0
45019000535, St. Andrews 35                    ,            2035,            1765,                 34,             164,              67,               12,                 3,           2438,           1791,               282,            272,             86,               3,                0,           2311,           1896,                77,            235,             98,               0,                0,            2078,            1730,                 72,             164,              53,               40,                 0,           1851,           1496,                18,            213,            122,               0,                0,           1923,           1465,                24,            381,             34,              19,                0,           1586,           1385,                25,            121,             48,              11,                1,            1989,            1594,                 81,             237,              80,                1,                 0,            1991,            1656,                 31,             223,              81,                0,                 0,           1694,           1408,                58,            133,             48,              33,                0,              1694,              1408,                   58,                    127,                     41,                       1,                        0,                      6,                    53,            1681,            1382,                  9,             205,              90,                0,                 0,            1656,            1319,                 15,             289,              20,               20,                 0,                      0
45001000008, Cold Springs                      ,            1342,            1144,                 10,             182,               0,                6,                 0,           1272,           1051,                17,            204,              0,               7,                0,           1100,            899,                25,            177,              0,               6,                0,            1483,            1254,                 19,             179,               5,               15,                 1,           1176,           1098,                 3,             72,              0,               6,                0,           1173,           1102,                 5,             47,              0,               6,                0,            981,            847,                 3,            127,              0,               6,                0,             955,             782,                  4,             165,               0,                7,                 0,             836,             698,                 10,             124,               0,                5,                 0,           1127,            955,                10,            133,              4,              13,                0,              1127,               955,                   10,                    125,                      4,                       1,                        0,                      5,                    27,             782,             734,                  1,              40,               0,                9,                 0,             890,             851,                  2,              31,               0,                4,                 0,                      0
45019000534, St. Andrews 34                    ,            2883,            2420,                 68,             311,              78,                8,                 2,           2883,           2462,                45,            332,             44,               3,                0,           2926,           2497,                25,            355,             54,               0,                0,            3060,            2545,                 85,             297,              63,               44,                 6,           2689,           2151,                42,            461,             36,               0,                0,           3157,           2632,                74,            425,             25,               0,                0,           2294,           1967,                43,            220,             56,               7,                2,            2383,            2008,                 14,             326,              33,                3,                 0,            2381,            2019,                 17,             314,              32,                0,                 0,           2513,           2135,                48,            239,             50,              26,                2,              2513,              2135,                   48,                    222,                     38,                       7,                        0,                     10,                    53,            2050,            1696,                 30,             384,               0,                0,                 0,            2472,            2113,                 50,             388,               3,                0,                 0,                      0
45019000513, St. Andrews 13                    ,            1468,            1000,                 78,             369,               8,                6,                 3,           1603,           1336,                14,            163,             55,              14,               21,           1469,           1214,                21,            166,             34,              27,                8,            1603,            1200,                 75,             237,              84,                8,                 1,           1512,           1045,               164,            233,             28,              29,               15,           1654,           1102,               125,            336,             54,              22,               14,           1176,            844,                60,            257,              6,               6,                1,            1291,            1133,                  5,             111,               7,               15,                 0,            1155,             967,                 10,             142,               0,               25,                 4,           1293,            980,                57,            187,             62,               6,                0,              1293,               980,                   57,                    181,                     58,                       0,                        0,                      3,                    14,            1075,             794,                 22,             211,               0,               25,                 8,            1296,             884,                 35,             289,              72,               16,                15,                      0
45065000001, Mt. Carmel                        ,             315,              51,                  0,             260,               4,                0,                 0,            294,            212,                 0,             81,              0,               2,                0,            279,            231,                 1,             47,              0,               2,                0,             265,              73,                  3,             183,               0,                5,                 0,            380,            214,                 0,            169,              0,               0,                0,            379,            130,                 0,            246,              0,               0,                0,            253,             48,                 0,            202,              3,               0,                0,             263,             196,                  0,              67,               0,                2,                 0,             246,             203,                  1,              39,               0,                2,                 0,            228,             57,                 3,            162,              0,               5,                0,               228,                57,                    3,                    161,                      0,                       0,                        0,                      0,                     7,             288,              95,                  0,             179,               0,                0,                 0,             319,              64,                  0,             281,               0,                0,                 0,                      0
45081000012, Mt. Willing                       ,             405,             247,                 90,              67,               0,                5,                 0,            367,            145,               100,            124,              0,               0,                0,            369,            141,               115,            116,              0,               0,                0,             395,             240,                 81,              65,               1,                7,                 0,            428,            150,               168,            114,              0,               0,                0,            365,            136,               142,             84,              0,               8,                0,            310,            202,                53,             54,              0,               3,                0,             238,             121,                 21,              95,               0,                0,                 0,             230,             114,                 27,              88,               0,                0,                 0,            292,            183,                48,             53,              1,               6,                0,               292,               183,                   48,                     50,                      1,                       0,                        0,                      0,                    10,             271,             157,                 41,              45,               0,                0,                 0,             231,             130,                 35,              43,               0,                0,                 0,                      0
45039000020, White Oak                         ,             347,              82,                  2,             263,               1,                0,                 0,            329,             85,                 0,            243,              0,               0,                0,            282,             53,                 0,            228,              0,               0,                0,             303,              82,                  0,             218,               3,                0,                 0,            189,             59,                 0,            130,              0,               2,                0,            201,             76,                 0,            125,              0,               1,                0,            258,             58,                 1,            198,              1,               0,                0,             276,              69,                  0,             208,               0,                0,                 0,             234,              42,                  0,             194,               0,                0,                 0,            242,             68,                 0,            173,              1,               0,                0,               242,                68,                    0,                    173,                      0,                       0,                        0,                      0,                     1,             157,              40,                  0,             120,               0,                0,                 0,             169,              56,                  0,             111,               0,                0,                 0,                      0
45003000046, Six Points No. 46                 ,            2221,             222,                 38,            1960,               6,               22,                 7,           2571,           1036,               122,           1300,            121,               2,                2,           2421,            915,               249,           1307,             74,               5,                5,            1967,             251,                 67,            1610,              21,               39,                 6,           1754,            489,               304,           1099,             35,               5,                5,           1971,            361,               238,           1509,             35,               3,                0,           1647,            196,                23,           1425,              4,               9,                1,            1833,             750,                 66,            1015,               0,                0,                 0,            1763,             703,                 87,             968,               0,                0,                 0,           1516,            214,                39,           1228,             13,              27,                4,              1516,               214,                   39,                   1170,                      4,                       5,                        1,                     11,                    72,            1258,             204,                 62,             881,               3,                0,                 0,            1450,             126,                 48,            1237,               8,                5,                 0,                      0
45079000500, South Beltline                    ,            2658,            1089,                222,            1201,             149,               35,                 5,           2570,            968,               222,           1125,            252,              15,                0,           2370,           1022,               206,           1125,             69,              31,                0,            2584,            1137,                191,            1130,             111,               52,                 1,           2548,           1048,               280,           1214,             69,              40,                0,           1779,            751,               129,            901,             59,              55,                0,           2196,            994,               170,            898,            129,              26,                2,            1901,             877,                 85,             862,              50,               15,                 0,            1937,             942,                120,             782,              70,               20,                 0,           2194,           1027,               141,            906,            102,              48,                1,              2194,              1027,                  141,                    862,                     79,                       6,                        1,                      1,                    77,            2068,             973,                155,             854,              59,               30,                 0,            1533,             721,                115,             627,              61,               30,                 0,                     15
45071000025, Maybinton                         ,              85,              15,                  0,              70,               0,                0,                 0,             77,             66,                 0,             11,              1,               0,                0,             74,             61,                 0,             16,              0,               0,                0,              78,              17,                  6,              52,               0,                3,                 0,             64,             55,                 0,              8,              0,               0,                0,             84,             68,                 0,             13,              0,               0,                0,             80,             15,                 0,             65,              0,               0,                0,              65,              56,                  0,               7,               0,                0,                 0,              56,              49,                  0,              10,               0,                0,                 0,             61,             13,                 5,             40,              0,               3,                0,                61,                13,                    5,                     40,                      0,                       0,                        0,                      0,                     3,              51,              13,                  0,              21,               0,                0,                 0,              69,              15,                  0,              40,               0,                0,                 0,                      0
